"carat","cut","color","clarity","depth","table","price","x","y","z"
0.31,"Ideal","H","VVS1",61.8,57,707,4.32,4.35,2.68
1.12,"Premium","G","IF",61.2,58,9440,6.67,6.7,4.09
0.33,"Very Good","F","VVS2",63.5,54,694,4.42,4.37,2.79
1.01,"Ideal","J","VS2",62.3,55,4425,6.4,6.44,4
0.71,"Ideal","G","VVS1",61.7,57,2982,5.7,5.75,3.53
0.7,"Premium","E","VS2",61.5,59,2822,5.73,5.68,3.51
0.5,"Ideal","H","SI1",61.7,58,1035,5.07,5.11,3.14
1.18,"Premium","H","SI2",58.7,60,4956,7.01,6.93,4.09
0.7,"Premium","F","VS2",61.2,59,2459,5.73,5.68,3.49
1.7,"Very Good","G","VS1",60.6,59,16955,7.74,7.63,4.66
0.41,"Premium","D","VS2",62.6,59,792,4.74,4.75,2.97
1.16,"Ideal","D","SI1",62,56,5911,6.76,6.73,4.18
1,"Premium","G","VS1",60.9,60,6000,6.51,6.41,3.91
0.41,"Ideal","J","VS1",62.1,56,647,4.75,4.79,2.96
0.25,"Ideal","E","VS2",60.6,57,535,4.08,4.11,2.48
0.3,"Good","H","VVS1",63.1,54,638,4.28,4.34,2.72
0.34,"Ideal","H","SI1",61.3,56,516,4.48,4.52,2.76
1.3,"Very Good","F","SI2",61.1,58,6149,6.98,7.02,4.28
1.55,"Ideal","H","IF",61.4,57,13421,7.42,7.47,4.57
1.07,"Ideal","E","SI2",61.5,56,5704,6.61,6.58,4.06
1.5,"Good","H","SI1",64.3,60,9946,7.23,7.14,4.62
2.09,"Premium","I","SI1",60.8,59,15339,8.28,8.24,5.02
1.11,"Very Good","H","SI1",62.5,58,5335,6.61,6.64,4.14
1.53,"Very Good","H","VS1",59.5,63,9896,7.44,7.51,4.45
0.81,"Fair","F","SI2",68.8,79,2301,5.26,5.2,3.58
0.3,"Ideal","D","VVS2",59.4,60,802,4.39,4.47,2.63
0.43,"Ideal","I","VVS1",62.2,57,905,4.81,4.84,3
0.41,"Ideal","E","VVS2",61.6,55,1363,4.81,4.84,2.97
1.12,"Ideal","E","SI2",60.5,55,5000,6.73,6.79,4.09
0.33,"Ideal","F","VS2",61.6,56,666,4.44,4.46,2.74
1.01,"Premium","J","VS2",62.4,60,3190,6.45,6.35,3.99
0.4,"Ideal","J","IF",62.6,56,828,4.71,4.75,2.96
0.3,"Ideal","E","IF",61.7,55,943,4.31,4.34,2.67
0.34,"Premium","I","SI1",62.7,58,574,4.43,4.4,2.77
0.62,"Premium","F","VS2",62.3,60,2009,5.46,5.39,3.38
0.31,"Premium","E","VVS2",60.4,59,816,4.34,4.37,2.63
1.52,"Premium","E","VS1",59.9,60,16628,7.39,7.47,4.45
0.41,"Ideal","E","VS1",62.1,56,1079,4.75,4.78,2.96
2.03,"Premium","H","I1",59.4,59,7421,8.31,8.22,4.91
1.09,"Ideal","F","VS2",60.9,54,7385,6.66,6.73,4.08
1.03,"Ideal","F","VS2",60.2,54,7550,6.64,6.61,3.99
0.31,"Very Good","F","SI2",63,58,408,4.34,4.36,2.74
0.99,"Fair","H","VS2",71.6,57,3593,5.94,5.8,4.2
0.35,"Ideal","G","VS1",62.5,55,906,4.55,4.51,2.83
1.18,"Premium","E","I1",62.5,58,3965,6.75,6.62,4.18
0.92,"Ideal","I","SI1",62.1,55,3610,6.24,6.29,3.89
2.14,"Premium","I","SI2",62.1,58,12970,8.31,8.23,5.13
1.28,"Ideal","I","VS2",61.4,57,6308,7.04,6.97,4.3
0.51,"Premium","E","VS1",62.3,56,1837,5.14,5.13,3.2
1.51,"Ideal","D","VS1",63,53.4,16688,7.28,7.3,4.6
1.05,"Ideal","G","SI2",62.7,57,5127,6.45,6.51,4.06
0.53,"Very Good","E","VS2",63.5,59,1678,5.17,5.13,3.27
1.51,"Ideal","G","VS2",62.2,57,12947,7.28,7.36,4.55
0.31,"Premium","G","VS2",61.5,59,544,4.33,4.35,2.67
0.9,"Premium","I","VS2",61.6,58,3478,6.15,6.09,3.77
0.71,"Ideal","G","SI1",61.5,55,3061,5.75,5.79,3.55
0.9,"Ideal","H","SI2",62.3,57,3794,6.16,6.19,3.85
0.3,"Ideal","G","VVS2",62.7,57,878,4.32,4.26,2.69
0.51,"Ideal","D","VS1",61.6,57,1962,5.13,5.16,3.17
0.32,"Premium","G","SI2",61.6,59,540,4.38,4.35,2.69
2.11,"Premium","G","SI2",62.2,58,13598,8.19,8.23,5.11
1.01,"Premium","F","VS2",61.7,58,7240,6.47,6.43,3.98
0.77,"Good","F","SI1",64.2,52,2789,5.81,5.77,3.72
1.21,"Premium","H","SI1",62.4,56,6566,6.83,6.79,4.25
1.52,"Premium","H","VS1",60.6,58,12047,7.46,7.39,4.5
1.53,"Ideal","I","VS1",61.5,55,10560,7.4,7.42,4.56
0.53,"Ideal","E","VVS1",62.1,55,2604,5.18,5.23,3.23
0.5,"Premium","G","VS1",58.9,59,1629,5.21,5.15,3.05
0.91,"Ideal","E","SI2",61.5,56,3968,6.2,6.23,3.82
1.53,"Premium","G","VS1",61,60,14344,7.43,7.4,4.52
0.3,"Ideal","F","VS2",61.1,56,776,4.33,4.31,2.64
0.51,"Ideal","G","VS1",61.6,54,1599,5.16,5.19,3.19
1.51,"Very Good","E","SI2",61.2,58,9140,7.3,7.35,4.48
0.56,"Good","F","VS1",63,59,1758,5.24,5.27,3.31
0.55,"Very Good","D","VS2",62.8,57,1799,5.24,5.27,3.3
0.47,"Ideal","E","VVS2",61.6,56,2113,4.97,5.01,3.07
0.7,"Very Good","I","VS2",62.8,55,1867,5.63,5.67,3.55
1.22,"Very Good","J","SI1",62.2,59,5029,6.77,6.8,4.22
2.1,"Premium","H","SI2",60.4,59,16629,8.33,8.28,5.02
0.36,"Ideal","I","VS1",60.5,57,568,4.56,4.59,2.77
2.03,"Very Good","E","SI2",58.8,59,18115,8.23,8.28,4.85
0.54,"Good","D","SI1",57.9,60,1767,5.36,5.39,3.11
0.51,"Fair","F","VS2",61,66,1334,5.12,5.04,3.1
0.3,"Ideal","G","SI2",60.6,56,405,4.35,4.4,2.65
0.53,"Very Good","E","SI1",63.6,57,1432,5.12,5.16,3.27
2.48,"Ideal","I","SI2",62.3,57,12883,8.64,8.58,5.36
0.23,"Very Good","D","VVS2",61.9,58,530,3.91,3.94,2.43
0.33,"Ideal","H","SI1",60.9,56,511,4.5,4.53,2.75
0.32,"Premium","D","VVS2",61.5,60,990,4.41,4.37,2.7
0.24,"Good","F","VVS2",64,61,471,3.91,3.93,2.51
1.11,"Ideal","D","SI2",61.3,56,6129,6.68,6.74,4.12
0.35,"Ideal","E","VVS1",60.7,57,1116,4.57,4.53,2.76
1.52,"Premium","H","VS1",58.4,59,11853,7.55,7.52,4.4
0.5,"Good","F","VS2",60.9,64,1409,5.12,5.1,3.11
1.03,"Premium","F","SI1",62.2,59,4942,6.45,6.41,4
0.9,"Ideal","G","SI1",62.6,56,3841,6.16,6.23,3.88
0.32,"Premium","H","VS2",61,60,505,4.35,4.41,2.67
0.5,"Ideal","F","VS2",62.7,57,1436,5.08,5.1,3.19
0.74,"Ideal","E","VS2",62.7,54,2984,5.8,5.77,3.63
0.43,"Ideal","F","VVS1",61,56,1358,4.87,4.9,2.98
1.51,"Ideal","F","VS2",61.7,57,13325,7.37,7.31,4.53
1.56,"Ideal","G","VS2",61.3,56,14237,7.48,7.5,4.59
0.77,"Ideal","I","VS1",61.4,56,3066,5.9,5.93,3.63
0.7,"Premium","E","SI1",61.3,58,2753,5.68,5.71,3.49
0.61,"Ideal","G","SI2",59.5,57,1228,5.55,5.51,3.29
0.32,"Ideal","E","VS2",62.3,54,900,4.4,4.37,2.73
0.29,"Ideal","D","VVS2",62.8,56,664,4.23,4.3,2.68
0.41,"Good","E","SI1",63.5,57,755,4.69,4.73,2.99
0.25,"Very Good","E","VVS1",62.9,58,576,4.01,4.03,2.53
0.34,"Ideal","F","IF",62.3,54,985,4.48,4.51,2.8
0.71,"Ideal","F","VVS1",61.8,56,3880,5.72,5.74,3.54
1.07,"Premium","F","SI2",58.2,58,4319,6.79,6.72,3.93
1.31,"Premium","H","SI2",60.8,58,6529,7.13,7.08,4.32
0.38,"Very Good","H","SI1",60.1,57,662,4.73,4.75,2.85
1.01,"Very Good","H","SI2",63.4,55,3959,6.35,6.29,4.01
1.13,"Very Good","E","SI2",63.4,59,5147,6.53,6.59,4.16
0.35,"Premium","H","VVS1",59.9,59,798,4.57,4.61,2.75
0.35,"Ideal","F","IF",60.7,57,1073,4.6,4.56,2.78
0.31,"Ideal","H","VS2",62.2,55,489,4.35,4.37,2.71
0.74,"Good","H","SI1",62.4,65,2362,5.78,5.71,3.59
0.97,"Good","F","SI1",60.1,65,4900,6.46,6.36,3.85
0.32,"Premium","G","SI2",62.7,58,540,4.39,4.35,2.74
0.4,"Very Good","D","SI1",63.4,58,667,4.64,4.67,2.95
0.7,"Good","D","SI1",64.2,60,2298,5.59,5.62,3.6
0.56,"Ideal","D","VS2",61.4,57,2066,5.36,5.32,3.28
0.76,"Very Good","D","SI2",59.1,63,2006,5.91,5.84,3.47
2.03,"Ideal","G","SI2",62.5,56,16505,8.1,8.05,5.05
0.97,"Good","H","SI1",62.1,60,4020,6.24,6.29,3.89
0.63,"Ideal","F","IF",60.9,57,3749,5.53,5.57,3.38
1.58,"Ideal","I","VVS1",61.7,53,11526,7.52,7.53,4.65
0.42,"Premium","F","SI1",60.6,61,926,4.87,4.83,2.94
0.51,"Very Good","G","VS2",62.6,57,1343,5.1,5.15,3.21
0.71,"Ideal","G","VS1",61.7,57,3431,5.7,5.75,3.53
0.52,"Premium","I","VVS1",63,58,1619,5.12,5.1,3.22
1.09,"Ideal","G","SI2",62.1,56,4670,6.66,6.59,4.12
0.42,"Ideal","D","VS2",62.6,56,948,4.76,4.8,2.99
1.41,"Premium","I","SI2",62.9,59,6751,7.14,7.08,4.47
1.03,"Ideal","I","SI1",61.3,56,4078,6.49,6.53,3.99
0.7,"Premium","F","VVS1",62.4,56,3300,5.69,5.63,3.53
0.74,"Ideal","E","VS2",61.9,57,2901,5.81,5.78,3.59
1.46,"Good","E","VS2",63.9,57,11851,7.06,7.12,4.53
0.61,"Premium","G","VS2",63,58,1800,5.43,5.4,3.41
0.53,"Very Good","G","SI2",60.8,58,1070,5.19,5.21,3.16
1.53,"Premium","G","VVS1",60.6,58,16451,7.45,7.49,4.53
1,"Premium","E","VS1",59.1,59,8176,6.56,6.51,3.86
0.75,"Ideal","E","VS2",60.2,57,3136,5.93,5.9,3.56
1.47,"Fair","H","I1",66.7,59,4898,6.98,6.94,4.64
1.1,"Premium","G","VS2",59.4,60,7022,6.78,6.72,4.01
1.15,"Good","H","SI1",60.2,61,5005,6.74,6.84,4.09
0.5,"Premium","D","SI1",62.3,58,1654,5.07,5.04,3.15
0.74,"Good","F","SI2",62.6,65,2685,5.66,5.69,3.55
0.74,"Ideal","I","VS1",62.1,56,2440,5.75,5.82,3.59
0.4,"Very Good","D","VS2",63.5,57,850,4.62,4.67,2.95
0.31,"Premium","D","VS1",59.6,58,877,4.41,4.38,2.62
1.04,"Ideal","F","SI2",61.8,56,4630,6.53,6.49,4.02
0.38,"Ideal","G","SI1",61,57,629,4.66,4.71,2.86
0.7,"Ideal","E","SI1",62.7,57,2614,5.64,5.66,3.54
1.01,"Good","D","VS1",56.8,61,5050,6.5,6.45,3.68
0.3,"Ideal","G","VS1",61.9,56,776,4.34,4.29,2.67
1.03,"Very Good","H","VS1",61.9,59,6294,6.44,6.49,4
0.26,"Very Good","E","VVS2",63,58,597,4.08,4.11,2.58
0.34,"Ideal","F","VS1",62.1,57,956,4.53,4.49,2.8
0.41,"Ideal","E","VS1",60.4,55,1115,4.85,4.89,2.94
0.31,"Premium","G","VVS1",63,58,1046,4.32,4.29,2.71
0.4,"Premium","F","SI1",62.3,60,945,4.74,4.7,2.94
0.81,"Good","G","SI2",59.2,64,2474,6.11,6.15,3.63
1,"Fair","F","SI2",59.3,66,3975,6.44,6.51,3.84
0.92,"Ideal","E","SI2",62.3,56,4871,6.21,6.25,3.88
0.59,"Very Good","E","SI1",61.3,58,1748,5.41,5.45,3.33
0.59,"Ideal","F","SI2",60.1,57,1371,5.45,5.49,3.29
0.27,"Ideal","I","VVS2",61.2,56,587,4.18,4.2,2.56
0.9,"Very Good","F","VS2",63.2,58,4504,6.11,6.16,3.88
1.7,"Premium","H","VS2",62.8,58,12992,7.57,7.52,4.74
0.31,"Ideal","G","VS2",59.6,57,698,4.43,4.4,2.63
1.43,"Premium","F","SI1",61.5,58,8809,7.27,7.22,4.45
0.41,"Very Good","E","SI1",62.9,57,755,4.72,4.76,2.98
1.02,"Very Good","F","VVS2",63.7,59,9728,6.34,6.38,4.05
1.02,"Very Good","G","VS2",63.4,59,6169,6.32,6.3,4
0.4,"Very Good","E","SI2",63.5,56,798,4.71,4.68,2.98
0.3,"Very Good","E","SI1",61.8,60,526,4.23,4.28,2.63
0.54,"Ideal","F","SI2",61.1,56,1154,5.22,5.26,3.2
0.41,"Premium","F","SI2",60.9,58,784,4.82,4.8,2.93
0.72,"Very Good","E","VS2",60,57,3550,5.81,5.86,3.5
1.64,"Premium","H","SI2",61.9,58,9224,7.58,7.54,4.68
1.21,"Ideal","H","SI1",60.9,56,7810,6.89,6.94,4.21
1.52,"Premium","E","VS1",60.1,59,16187,7.49,7.45,4.49
0.29,"Very Good","E","VS1",59.2,58,619,4.36,4.39,2.59
1.7,"Premium","G","SI1",62.1,57,13417,7.61,7.55,4.71
0.38,"Very Good","E","VS2",60.5,58,866,4.66,4.7,2.83
0.6,"Ideal","E","SI1",61.5,56,1830,5.51,5.39,3.35
1.32,"Ideal","E","VS2",62,56,10919,7.02,7.07,4.37
1.23,"Very Good","H","SI1",63,55,5665,6.72,6.78,4.27
0.9,"Premium","F","SI2",58.5,60,2681,6.3,6.25,3.67
0.56,"Ideal","D","VS2",61.2,56,2066,5.35,5.3,3.26
1.5,"Premium","G","VS1",62.7,58,13736,7.32,7.2,4.55
0.91,"Premium","F","SI2",61.7,58,3609,6.22,6.29,3.86
0.71,"Very Good","H","SI1",63.1,56,2210,5.62,5.69,3.57
0.41,"Premium","G","VVS1",60,59,1230,4.84,4.83,2.9
2.77,"Premium","H","I1",62.6,62,10424,8.93,8.83,5.56
1,"Good","I","SI1",64.3,57,3360,6.29,6.25,4.03
1.11,"Ideal","I","SI2",61.6,54,4428,6.66,6.72,4.12
1.28,"Premium","H","SI2",60.2,60,5376,6.97,6.93,4.31
0.91,"Premium","G","SI2",59.8,58,2813,6.3,6.29,3.77
0.9,"Premium","E","VS1",59.4,59,5438,6.31,6.28,3.74
0.9,"Good","G","SI2",63.8,59,3303,6.02,6.05,3.85
1.09,"Ideal","F","VS1",61.6,55,9786,6.62,6.67,4.09
1,"Fair","G","SI1",43,59,3634,6.32,6.27,3.97
0.4,"Very Good","G","VS1",60,56,853,4.81,4.85,2.9
0.4,"Very Good","E","SI1",62,55,737,4.68,4.74,2.92
1.08,"Ideal","I","SI1",62.6,53.9,5049,6.51,6.56,4.09
0.9,"Ideal","F","SI2",62.6,57,3704,6.2,6.13,3.86
0.3,"Very Good","G","VS2",63,56,526,4.27,4.3,2.7
0.3,"Very Good","H","VVS1",63,58,684,4.22,4.25,2.67
1.01,"Fair","G","SI1",66.1,56,3671,6.26,6.2,4.12
1.22,"Premium","G","VS2",61.8,58,8213,6.84,6.91,4.25
0.91,"Premium","E","SI2",61.1,59,3639,6.24,6.2,3.8
0.77,"Very Good","J","SI1",61,59,2086,5.94,5.99,3.64
0.41,"Ideal","H","VVS1",61.5,55,945,4.79,4.81,2.95
1.22,"Ideal","H","SI1",62.2,56,6541,6.84,6.89,4.27
1.01,"Very Good","G","SI1",62.9,61,4588,6.36,6.4,4.01
0.78,"Ideal","G","SI2",61.5,56,2706,5.94,5.97,3.66
1.2,"Premium","F","SI1",62.9,58,6435,6.76,6.69,4.23
0.42,"Ideal","D","SI1",62.4,57,1040,4.84,4.77,3
0.71,"Premium","F","SI2",60.2,60,2331,5.8,5.77,3.48
0.54,"Very Good","F","VS2",58.2,60,1551,5.34,5.39,3.12
0.51,"Ideal","F","VS2",61.9,55,1591,5.11,5.15,3.18
0.46,"Ideal","I","VS2",62.3,59,952,4.95,4.91,3.07
1.5,"Very Good","F","SI1",62.8,56,9904,7.26,7.33,4.58
1.27,"Very Good","J","VS2",61.8,60,5455,6.9,6.94,4.28
0.3,"Ideal","D","SI1",61,58,547,4.32,4.33,2.64
1.04,"Premium","G","VS2",61,59,6564,6.53,6.42,3.95
2.51,"Premium","J","VS2",62.2,58,18020,8.73,8.67,5.41
0.3,"Premium","D","SI2",62.3,58,447,4.29,4.32,2.68
0.4,"Premium","H","VS1",62.7,59,938,4.71,4.63,2.93
0.4,"Very Good","G","SI1",59.2,61,702,4.78,4.81,2.84
0.3,"Premium","J","VS1",62.4,58,506,4.3,4.26,2.67
0.3,"Ideal","E","VS1",61.6,57,936,4.33,4.3,2.66
0.5,"Ideal","D","VS1",60.6,57,2454,5.15,5.18,3.13
0.9,"Very Good","E","SI1",59.8,55,4463,6.3,6.34,3.78
0.31,"Very Good","J","SI1",58.1,62,353,4.44,4.47,2.59
0.7,"Premium","F","VS1",62.2,58,2669,5.63,5.59,3.49
0.38,"Ideal","J","VS1",62.2,55.7,605,4.63,4.65,2.89
0.54,"Premium","F","SI1",63,57,1349,5.23,5.18,3.28
0.91,"Fair","F","SI2",65.3,51,2996,6.05,5.98,3.93
0.7,"Ideal","F","SI2",62,55,2259,5.69,5.73,3.54
0.7,"Ideal","F","VS2",61.8,57,3011,5.67,5.75,3.53
0.54,"Ideal","E","VVS2",61.1,56,2502,5.26,5.31,3.22
1.1,"Premium","E","SI1",62.9,58,5773,6.62,6.55,4.14
2.02,"Fair","J","VS1",64.6,59,13399,7.95,7.9,5.12
2.09,"Premium","H","SI2",62.1,58,17001,8.17,8.22,5.09
0.7,"Very Good","E","VS2",61.4,57,2553,5.7,5.73,3.51
0.5,"Very Good","E","VS2",62.4,57,1568,5.01,5.03,3.13
1.51,"Very Good","I","VS1",60.5,60,9704,7.42,7.46,4.5
0.31,"Premium","H","VS1",62.4,58,544,4.32,4.36,2.71
0.5,"Premium","F","SI2",59.9,60,1125,5.22,5.16,3.11
0.3,"Premium","H","VS1",60,60,576,4.4,4.3,2.61
1,"Good","H","SI1",62.7,60,4389,6.24,6.3,3.93
0.95,"Very Good","J","VS1",62.4,57,3365,6.25,6.29,3.91
0.41,"Premium","D","SI1",59.6,59,791,4.82,4.85,2.88
0.33,"Ideal","F","VVS1",61.8,53,880,4.48,4.51,2.78
1.07,"Ideal","G","VS1",62.1,57,7858,6.48,6.57,4.05
1.71,"Good","I","VS2",58,60,11250,7.85,7.9,4.57
0.5,"Fair","H","VS1",66.6,58,1134,4.95,4.84,3.26
0.41,"Ideal","G","SI1",61.4,56,759,4.81,4.83,2.96
1.63,"Very Good","H","SI1",59.8,60,10216,7.64,7.68,4.58
0.72,"Ideal","D","VS1",61.6,56,3554,5.8,5.73,3.55
0.41,"Premium","F","VVS2",62.4,58,1115,4.7,4.76,2.95
1.21,"Ideal","H","SI1",62.9,57,4249,6.78,6.74,4.25
0.71,"Good","J","VS2",63.5,64,1644,5.65,5.6,3.57
1,"Premium","E","SI1",60.7,59,5445,6.38,6.41,3.88
0.62,"Good","F","VVS2",59.9,62,2131,5.51,5.53,3.3
0.31,"Premium","I","VS2",59.9,60,558,4.44,4.41,2.65
0.28,"Good","E","VS1",64.3,55,470,4.14,4.16,2.67
1.02,"Fair","F","SI1",61.8,50,4227,6.59,6.51,4.05
0.33,"Premium","E","SI1",60.7,57,743,4.47,4.43,2.7
0.84,"Ideal","D","VVS1",62,54,6399,6.04,6.08,3.76
1.5,"Premium","I","VS2",62.5,59,9055,7.3,7.26,4.55
0.23,"Premium","E","VS1",61.8,60,513,3.95,3.91,2.43
0.41,"Premium","I","SI2",60.6,59,600,4.84,4.8,2.92
0.4,"Very Good","D","VS2",61.6,59,881,4.7,4.75,2.91
0.41,"Premium","E","SI1",60.2,60,969,4.82,4.78,2.89
0.41,"Ideal","E","SI1",62.1,54,755,4.76,4.81,2.97
0.56,"Fair","F","VS2",57,67,1814,5.49,5.36,3.09
0.57,"Ideal","E","VS2",61,54,2202,5.39,5.43,3.3
2.01,"Very Good","H","SI2",63.4,56,12829,8.09,7.99,5.1
0.43,"Premium","F","SI1",60.5,60,792,4.84,4.88,2.94
0.3,"Ideal","E","VVS1",62,58,862,4.28,4.3,2.66
0.51,"Good","D","VS2",60.1,65,1430,5.14,5.17,3.1
0.67,"Very Good","G","VS2",60.4,61,2080,5.61,5.64,3.4
0.54,"Ideal","D","VS1",61.3,56,2378,5.3,5.27,3.24
0.34,"Ideal","I","IF",61.9,55,695,4.5,4.52,2.79
0.7,"Very Good","H","VS2",61.8,58,2042,5.66,5.73,3.52
0.6,"Premium","E","SI1",60.8,58,1625,5.46,5.5,3.33
1.5,"Premium","H","VS1",59.9,60,11189,7.44,7.39,4.44
0.71,"Ideal","D","SI2",60.2,57,2262,5.77,5.83,3.49
0.4,"Ideal","H","VS2",61.6,57,800,4.71,4.74,2.91
1,"Fair","H","VS2",64.8,55,3819,6.35,6.28,4.09
0.42,"Ideal","H","SI1",60.9,56,760,4.89,4.86,2.97
0.74,"Premium","E","VS1",62.7,58,2999,5.83,5.74,3.63
1.25,"Very Good","H","SI2",63.5,57,4060,6.73,6.65,4.25
1.02,"Good","E","SI2",62.8,64,3838,6.36,6.32,3.98
1.01,"Premium","I","SI2",60.5,60,4072,6.52,6.5,3.94
0.89,"Premium","H","SI2",60.2,59,2815,6.26,6.23,3.76
1.15,"Ideal","G","VVS1",62.7,56,10644,6.69,6.67,4.19
0.32,"Ideal","G","VVS2",62,55,936,4.44,4.4,2.74
1.02,"Ideal","H","SI1",61.6,56,4476,6.51,6.55,4.02
1.01,"Ideal","F","SI2",62.7,57,3945,6.37,6.43,4.01
1.52,"Premium","D","SI2",62.4,59,6810,7.36,7.29,4.57
0.34,"Ideal","I","VS1",61.8,55,555,4.48,4.52,2.78
1.63,"Ideal","H","SI1",61.8,57,12910,7.5,7.54,4.64
1.26,"Good","G","SI1",63.2,61,6874,6.81,6.87,4.32
0.3,"Very Good","F","VVS2",64.1,55,613,4.2,4.25,2.71
1.5,"Premium","F","SI2",62.4,58,7056,7.31,7.24,4.54
0.73,"Premium","F","SI2",61.6,58,2309,5.79,5.73,3.55
0.31,"Ideal","I","SI1",62.1,53,498,4.34,4.36,2.7
2.03,"Good","I","SI2",63.8,63,9651,7.89,7.84,5.02
0.63,"Premium","E","VVS2",62.1,57,2789,5.48,5.41,3.38
0.3,"Premium","G","VVS1",62.7,59,1013,4.27,4.22,2.66
0.39,"Very Good","F","IF",60.8,55,1131,4.73,4.77,2.89
0.54,"Premium","F","SI2",61.8,61,1097,5.28,5.18,3.23
1.03,"Premium","G","VS1",60.7,58,6749,6.55,6.5,3.96
0.24,"Very Good","F","VVS2",58,60,533,4.09,4.12,2.38
1.75,"Ideal","J","VS2",62.1,57,9663,7.71,7.66,4.77
2.01,"Good","H","VS2",57.8,60,18561,8.29,8.35,4.81
0.5,"Ideal","D","VS1",61.6,57,2025,5.13,5.09,3.15
0.81,"Premium","J","VS1",61.7,61,2350,5.94,5.9,3.65
0.31,"Ideal","G","VVS1",61.6,54,778,4.36,4.38,2.69
0.78,"Very Good","F","SI1",62.4,58,3045,5.83,5.86,3.65
0.4,"Very Good","F","VVS2",62,56,1049,4.71,4.74,2.93
1.23,"Ideal","H","VS2",62.2,55,7260,6.85,6.81,4.25
0.37,"Ideal","E","VS2",61.6,57,811,4.61,4.65,2.85
0.55,"Premium","G","VS2",62.3,56,1668,5.29,5.24,3.28
0.25,"Ideal","F","VS1",61.8,57,436,4.07,4.09,2.52
1.5,"Good","G","SI2",64.3,57,8190,7.29,7.2,4.66
0.5,"Good","E","VVS2",61.6,62,2437,5.04,5.09,3.12
2.66,"Good","H","SI2",63.8,57,16239,8.71,8.65,5.54
1.51,"Premium","G","VS2",62.7,58,12756,7.2,7.31,4.55
0.41,"Premium","E","VVS1",60.7,58,1431,4.86,4.8,2.93
0.54,"Premium","D","VVS2",59.1,60,2323,5.36,5.34,3.16
0.3,"Ideal","H","VS1",62.1,54,675,4.35,4.32,2.69
1.18,"Premium","G","VVS2",62.8,57,9304,6.77,6.71,4.23
1.13,"Very Good","D","VVS2",61.5,58,13111,6.64,6.67,4.09
0.56,"Very Good","I","SI1",61.8,56,1175,5.22,5.3,3.25
0.3,"Very Good","H","VS2",63,59,473,4.25,4.29,2.69
0.33,"Ideal","H","SI1",63,57,610,4.41,4.39,2.77
1.15,"Good","H","VS2",63.1,56,5646,6.62,6.7,4.2
0.3,"Very Good","G","VVS2",62.4,56,631,4.27,4.3,2.67
1.01,"Premium","G","I1",61.1,61,3014,6.49,6.35,3.92
0.48,"Ideal","I","VVS2",62.1,56,1061,5.01,5.04,3.12
0.3,"Ideal","H","VVS2",61.5,57,605,4.31,4.34,2.66
1.02,"Very Good","H","VS1",61.4,56.5,6204,6.44,6.47,3.97
0.56,"Ideal","D","SI2",60,58,1568,5.42,5.38,3.24
0.52,"Ideal","D","VS2",60.3,56,1802,5.27,5.24,3.17
0.4,"Ideal","F","SI2",61.6,55,619,4.73,4.75,2.92
0.4,"Very Good","F","VS1",60.4,58,868,4.75,4.79,2.88
0.31,"Very Good","G","VS2",60.7,61,544,4.33,4.37,2.64
0.52,"Premium","G","VVS2",61,58,1707,5.15,5.21,3.16
0.72,"Ideal","F","SI2",60.8,56,2674,5.82,5.79,3.53
2.04,"Premium","H","SI2",62.8,57,13790,8.13,8.08,5.09
2,"Ideal","I","VS1",62,57,17889,8.04,7.99,4.97
0.28,"Very Good","F","VS1",62.1,59,487,4.16,4.21,2.6
1.52,"Premium","H","VS2",61.1,59,11066,7.45,7.38,4.53
1.12,"Good","G","SI2",56.7,62,4158,6.91,6.86,3.9
1.1,"Very Good","J","SI2",61.8,58,4283,6.6,6.63,4.09
1.02,"Ideal","H","VS2",62.4,57,5666,6.4,6.35,3.98
0.7,"Good","G","VS1",64.3,57,2625,5.59,5.64,3.61
1.11,"Ideal","F","SI2",62,57,4227,6.67,6.64,4.13
1.2,"Ideal","F","VVS1",62,56,11455,6.76,6.82,4.21
1.01,"Fair","D","VS2",65.3,58,6366,6.29,6.24,4.09
0.32,"Ideal","G","SI2",62.5,55,421,4.37,4.4,2.74
1.51,"Good","J","VS2",63.7,59,7207,7.12,7.2,4.56
1.03,"Very Good","G","I1",63.2,58,2988,6.44,6.34,4.04
0.7,"Very Good","D","SI1",63.7,59,2210,5.59,5.65,3.58
0.71,"Ideal","F","VS1",61.5,57,3404,5.7,5.74,3.52
1.23,"Premium","G","SI1",62.5,62,5039,6.87,6.78,4.27
1.01,"Premium","G","SI1",63,59,4338,6.32,6.27,3.96
0.7,"Premium","G","SI2",58,60,2268,5.91,5.88,3.42
0.35,"Good","D","SI1",63.3,57,644,4.51,4.53,2.86
1,"Good","H","VS1",60.2,63,5668,6.43,6.47,3.88
1.19,"Premium","I","SI2",59.5,59,4498,6.95,6.89,4.12
0.3,"Premium","H","VS2",61.1,61,608,4.33,4.31,2.64
1.71,"Premium","J","SI1",62.9,58,8848,7.64,7.58,4.79
0.48,"Ideal","G","SI2",62,54,841,5.04,5.06,3.13
0.83,"Premium","H","SI1",60,59,2825,6.08,6.05,3.64
0.27,"Ideal","E","VVS1",61.7,57,846,4.16,4.14,2.56
1.51,"Premium","J","SI1",58.4,60,7314,7.58,7.53,4.41
1.27,"Ideal","J","SI2",62.6,57,4779,6.88,6.85,4.3
1.53,"Premium","G","VS2",61.8,59,12602,7.31,7.45,4.56
