"carat","cut","color","clarity","depth","table","price","x","y","z"
0.84,"Very Good","F","VVS2",60.4,62,4318,6.1,6.15,3.7
0.74,"Ideal","G","VS2",62.3,55,2877,5.8,5.83,3.62
0.4,"Ideal","I","VS1",61.9,57,736,4.73,4.74,2.93
0.32,"Very Good","H","VVS2",62.9,57,645,4.36,4.39,2.75
0.37,"Ideal","E","SI1",61.4,56,606,4.6,4.65,2.84
1,"Very Good","H","VVS2",60.3,59,5929,6.41,6.46,3.88
0.3,"Good","G","VVS1",63.4,56,789,4.27,4.31,2.72
1.07,"Ideal","E","VS1",60,58,8998,6.66,6.7,4.01
1,"Good","H","VVS2",63.7,52,6194,6.41,6.36,4.07
1.71,"Premium","J","SI1",62.9,58,8848,7.64,7.58,4.79
0.5,"Very Good","F","VS2",62.9,57,1436,5.06,5.11,3.2
0.4,"Ideal","J","VS2",62.3,55,598,4.72,4.75,2.95
0.58,"Ideal","F","VVS2",62,56,2509,5.32,5.36,3.31
0.31,"Ideal","F","VS2",61.9,55,802,4.35,4.31,2.68
0.51,"Good","F","VS2",63.7,56,1574,5.05,5.03,3.21
1.2,"Very Good","H","SI2",62.1,59,5280,6.75,6.8,4.21
0.5,"Ideal","G","SI2",60.7,56,1180,5.13,5.18,3.13
0.96,"Ideal","J","VS2",61.5,57,3326,6.32,6.36,3.9
0.28,"Ideal","E","VVS2",62.4,56,646,4.16,4.2,2.61
0.56,"Very Good","F","VS2",60.8,57,1706,5.29,5.33,3.23
0.52,"Ideal","F","IF",60.3,57,2504,5.23,5.28,3.17
1.23,"Premium","D","VS2",62.6,52,9257,6.93,6.88,4.32
2.06,"Premium","G","SI1",59.3,61,13317,8.44,8.36,4.98
0.31,"Premium","H","VS2",62.5,54,628,4.39,4.35,2.73
0.34,"Good","H","VS2",63.2,55,537,4.46,4.5,2.83
2.12,"Ideal","J","SI1",62.1,56,14503,8.17,8.25,5.1
0.51,"Premium","D","VS1",60,58,2203,5.19,5.14,3.1
1,"Very Good","F","SI2",62.8,57,4081,6.37,6.44,4.02
0.33,"Good","I","SI1",63.2,58,445,4.36,4.38,2.76
0.4,"Premium","G","VVS2",62.7,59,1050,4.72,4.69,2.95
0.23,"Very Good","F","VS1",60,57,402,4,4.03,2.41
0.36,"Ideal","F","VVS2",61.5,55,828,4.59,4.62,2.83
0.36,"Premium","I","SI1",60.4,60,624,4.62,4.58,2.78
1.16,"Premium","D","I1",61.8,59,3644,6.74,6.78,4.18
0.43,"Ideal","D","SI2",61,57,919,4.86,4.81,2.95
0.32,"Ideal","E","VVS2",61.6,55,790,4.42,4.45,2.73
0.72,"Ideal","F","VS1",61.6,56,3759,5.76,5.79,3.56
1.51,"Good","E","SI2",63.1,58,9343,7.28,7.31,4.6
1.07,"Very Good","J","SI2",61.6,54,3783,6.57,6.59,4.05
0.38,"Ideal","D","VVS2",61.2,57,1289,4.66,4.68,2.86
0.55,"Ideal","F","SI1",61.8,55,1415,5.27,5.22,3.24
1.12,"Premium","G","IF",61.2,58,9612,6.7,6.67,4.09
0.71,"Premium","F","VS1",61.8,59,2765,5.69,5.73,3.53
0.3,"Ideal","E","VVS2",61.8,56,789,4.33,4.35,2.68
0.34,"Premium","I","VVS2",61.5,60,765,4.49,4.45,2.75
0.54,"Ideal","G","VVS2",62.4,53.4,1962,5.22,5.25,3.26
1,"Very Good","E","VVS2",61.6,60,9139,6.41,6.45,3.96
0.59,"Ideal","D","VS2",60.9,57,2352,5.42,5.48,3.32
1.01,"Ideal","H","VS1",59.8,59,5550,6.52,6.56,3.91
1.07,"Premium","H","SI1",58.9,59,4235,6.76,6.71,3.97
0.4,"Good","G","SI1",63.3,58,655,4.66,4.69,2.96
1.05,"Ideal","F","VVS1",61.4,57,12273,6.51,6.53,4
0.36,"Premium","I","VS2",62.7,59,648,4.58,4.54,2.86
0.9,"Very Good","J","VS1",62.4,57,3643,6.13,6.18,3.84
0.41,"Good","E","VS2",58.1,59,772,4.89,4.95,2.86
0.32,"Premium","H","VVS1",61.5,59,936,4.41,4.37,2.7
0.3,"Ideal","F","VVS2",61.5,55,694,4.33,4.35,2.67
0.34,"Ideal","I","SI1",61.9,57,459,4.49,4.52,2.79
1.11,"Ideal","E","SI1",61.4,58,6291,6.66,6.62,4.08
1.01,"Very Good","F","VS2",62.3,59,6073,6.37,6.44,3.99
0.26,"Ideal","F","VS1",62.3,56,452,4.08,4.1,2.55
1.21,"Premium","J","SI1",59.7,60,4492,6.9,6.93,4.13
0.7,"Ideal","F","SI2",62.6,53,2011,5.72,5.69,3.57
0.7,"Ideal","E","SI1",62.4,55,2703,5.66,5.69,3.54
0.58,"Fair","F","SI2",64.7,56,1088,5.31,5.24,3.41
1.53,"Very Good","G","VVS2",62.5,57,15466,7.33,7.38,4.6
0.78,"Very Good","H","SI2",62.9,55,2125,5.83,5.87,3.68
0.34,"Ideal","D","SI1",60.6,56,803,4.54,4.51,2.74
1.05,"Ideal","F","VVS2",61.9,57,9032,6.52,6.5,4.03
1.09,"Ideal","H","SI1",62.4,55,4784,6.59,6.68,4.14
0.35,"Ideal","H","IF",60.8,56,1017,4.61,4.6,2.8
0.7,"Ideal","F","SI1",62.2,55,2697,5.73,5.68,3.55
0.3,"Ideal","G","IF",62,56,956,4.31,4.3,2.67
0.51,"Ideal","F","VS1",61.7,54,1836,5.17,5.14,3.18
1.2,"Premium","H","SI2",62.4,61,5174,6.81,6.78,4.24
0.31,"Ideal","G","VVS2",61.8,56,687,4.37,4.4,2.71
1.02,"Ideal","E","SI2",61.6,55,4912,6.52,6.46,4
0.3,"Premium","F","VS2",61.8,60,673,4.3,4.27,2.65
0.71,"Ideal","I","SI1",62.2,55,2376,5.7,5.75,3.56
0.5,"Premium","F","SI1",60.1,59,1332,5.17,5.14,3.1
0.9,"Ideal","G","SI1",61.9,57,4871,6.16,6.19,3.82
1.16,"Ideal","G","VVS2",62.2,56,9419,6.74,6.7,4.18
0.51,"Premium","G","VS2",62.2,57,1546,5.15,5.1,3.19
2.01,"Very Good","J","SI2",60.6,60,11406,8.11,8.19,4.94
0.9,"Very Good","D","IF",62.4,54,9182,6.17,6.21,3.86
1.12,"Premium","G","I1",60.3,60,3017,6.75,6.69,4.05
0.9,"Premium","H","VS2",61.7,59,4191,6.19,6.13,3.8
0.3,"Ideal","F","SI1",62.4,56,475,4.27,4.32,2.68
0.86,"Premium","F","SI1",62.6,58,3372,6.01,6.06,3.78
0.7,"Very Good","E","VS2",62.5,57,2593,5.64,5.68,3.54
0.32,"Premium","E","SI2",62.4,58,576,4.4,4.35,2.73
0.34,"Very Good","G","VVS1",60.9,57,819,4.53,4.56,2.76
0.9,"Good","F","SI2",64.2,62,2964,6.08,6,3.88
0.93,"Premium","H","SI1",60.9,61,3437,6.24,6.2,3.79
1,"Very Good","E","SI2",63.5,56,4704,6.38,6.31,4.03
0.52,"Ideal","I","VVS2",62.2,57,1316,5.18,5.11,3.2
0.56,"Ideal","D","SI1",62.3,57,1578,5.24,5.26,3.27
0.37,"Premium","D","VS1",60.2,60,1030,4.68,4.63,2.8
1.22,"Premium","H","SI1",62.4,58,5997,6.82,6.77,4.24
0.31,"Ideal","E","VVS1",62.1,55,853,4.34,4.36,2.7
0.71,"Good","H","VS1",63.6,55,2315,5.58,5.65,3.57
0.29,"Ideal","G","IF",60.6,57,673,4.28,4.31,2.6
1.56,"Ideal","D","SI1",62.2,58,10934,7.37,7.42,4.6
0.51,"Premium","G","SI2",62.5,56,1026,5.12,5.09,3.19
1.01,"Good","H","SI1",63.4,58,4559,6.34,6.38,4.03
1.01,"Very Good","F","VS2",63.1,58,6787,6.4,6.35,4.02
1.28,"Very Good","G","VS1",59.2,57,8895,7.05,7.13,4.2
0.91,"Premium","I","VS2",63,58,3282,6.15,6.07,3.85
1.14,"Ideal","H","VS2",61.6,56,5937,6.72,6.68,4.13
0.41,"Ideal","F","VS1",62,57,1007,4.73,4.76,2.94
1.5,"Very Good","J","SI1",62.7,58,6987,7.22,7.26,4.54
0.3,"Ideal","G","VS1",62.6,57,776,4.29,4.27,2.68
0.37,"Very Good","E","SI1",60.6,54,649,4.63,4.68,2.82
0.25,"Very Good","E","VVS2",63.1,55,526,3.98,4.04,2.53
0.26,"Ideal","I","VS1",61.9,56,358,4.08,4.16,2.55
0.91,"Very Good","E","SI2",62.4,58,3936,6.11,6.14,3.82
0.38,"Ideal","D","VVS2",61.3,56,1200,4.63,4.73,2.87
0.9,"Premium","G","SI2",58.3,60,3377,6.39,6.33,3.71
0.38,"Ideal","G","VS2",62.2,56,983,4.64,4.62,2.88
0.71,"Ideal","D","VS2",61.4,57,3222,5.73,5.77,3.53
0.53,"Ideal","E","SI2",60.8,57,1229,5.23,5.26,3.19
0.24,"Ideal","H","VS2",61.1,56,391,3.99,4.03,2.45
0.31,"Premium","H","VS1",59.9,60,698,4.45,4.4,2.65
0.55,"Premium","E","VS2",59.1,60,1664,5.35,5.31,3.15
0.91,"Ideal","H","VS1",60.8,58,4939,6.27,6.32,3.83
1.23,"Very Good","I","SI2",62.6,59,5191,6.78,6.86,4.27
0.3,"Ideal","D","VS2",61.4,55,911,4.34,4.32,2.66
1.51,"Premium","F","SI1",62.2,59,11607,7.34,7.3,4.55
0.4,"Good","F","SI1",63.6,56,882,4.68,4.63,2.96
1,"Good","G","SI2",58.1,65,3541,6.48,6.46,3.76
1.02,"Premium","F","VS1",61.9,59,7389,6.44,6.38,3.97
0.55,"Premium","F","SI1",62.9,58,1354,5.26,5.23,3.3
1.1,"Ideal","G","VS2",61.9,57,7540,6.63,6.57,4.09
0.71,"Ideal","G","VS1",61,56,3251,5.77,5.8,3.53
0.67,"Good","I","VS2",60.7,61.4,1708,5.6,5.64,3.41
0.3,"Very Good","F","VS1",60.9,63,704,4.26,4.31,2.61
0.7,"Ideal","J","VS2",62,58,1953,5.66,5.69,3.52
0.41,"Premium","E","VVS1",60,61,1130,4.86,4.78,2.89
0.3,"Very Good","G","VVS2",61.3,57,684,4.29,4.33,2.64
1.58,"Ideal","F","VS2",60,57,14044,7.58,7.52,4.53
1.5,"Very Good","J","VS2",62.6,58,7492,7.25,7.29,4.55
0.32,"Premium","G","VS2",62.6,58,720,4.39,4.37,2.74
0.71,"Good","F","SI1",64.3,58,2258,5.61,5.55,3.59
1,"Very Good","D","SI1",63.1,56,5645,6.34,6.3,3.99
0.91,"Very Good","H","VS1",62.7,63,3881,6.1,6.03,3.8
1.35,"Fair","J","SI1",65.2,56,5524,6.9,7.02,4.54
1,"Very Good","E","SI2",63,54,4630,6.33,6.37,4
0.35,"Very Good","E","VS2",61.4,58,665,4.51,4.55,2.78
0.4,"Premium","D","VVS2",60.7,60,1323,4.78,4.74,2.89
1.51,"Very Good","F","VS2",62.8,56,14165,7.27,7.32,4.58
1.03,"Premium","F","SI2",61.6,58,4586,6.46,6.43,3.97
0.31,"Ideal","F","VS2",61.8,56,625,4.33,4.37,2.69
0.42,"Ideal","D","VVS2",62.5,57,1389,4.8,4.77,2.99
0.5,"Very Good","G","VVS1",63.7,58,2180,5.01,5.04,5.06
1.04,"Ideal","F","SI2",62.6,57,4547,6.45,6.48,4.05
1.61,"Very Good","J","VS2",61.7,59,7703,7.46,7.51,4.62
0.4,"Ideal","D","VS2",61.3,57,982,4.75,4.77,2.92
0.55,"Very Good","E","VVS2",59.6,59,2312,5.32,5.39,3.19
1.29,"Ideal","F","VS1",62.3,54.4,10727,6.93,7,4.34
0.86,"Very Good","D","VS2",62.8,55,4191,6.07,6.13,3.83
0.58,"Good","F","SI1",63.1,57,1388,5.29,5.33,3.35
0.52,"Ideal","G","SI1",60,56,1346,5.24,5.27,3.15
0.6,"Very Good","F","VS2",59.5,57.8,1940,5.48,5.56,3.28
0.52,"Very Good","I","SI1",62.5,59,978,5.06,5.12,3.18
1.6,"Ideal","H","VS1",61.4,57,12566,7.53,7.59,4.64
1.01,"Fair","F","SI2",67.3,62,3597,6.09,6.03,4.08
0.4,"Ideal","G","VVS1",62.4,54,1043,4.74,4.78,2.97
0.73,"Premium","H","SI1",62.2,57,2107,5.8,5.77,3.6
1,"Ideal","H","I1",61.3,57,3080,6.41,6.44,3.94
0.9,"Good","E","SI1",58.1,64,3884,6.26,6.28,3.64
1.04,"Ideal","F","VVS2",61.7,55,9218,6.51,6.53,4.02
1.01,"Ideal","I","SI2",62.4,57,4336,6.37,6.41,3.99
1.11,"Very Good","I","SI2",61.2,61,3956,6.65,6.69,4.08
1.31,"Premium","H","VS2",59.6,58,6095,7.14,7.08,4.24
0.3,"Ideal","E","VVS2",62,56,742,4.3,4.34,2.68
1.05,"Very Good","G","SI2",62.5,60,4241,6.45,6.5,4.05
1.58,"Ideal","E","VS2",62.7,56,15579,7.45,7.55,4.7
1.8,"Ideal","D","SI2",62.9,54,7862,7.77,7.74,4.88
1.01,"Very Good","F","VVS1",62.8,60,9667,6.4,6.34,4
1.02,"Premium","G","VS2",62.7,61,5998,6.39,6.34,3.99
1.51,"Ideal","I","VS1",61.6,56,10576,7.37,7.43,4.56
1.51,"Ideal","G","VS2",59.8,60,12846,7.45,7.5,4.47
0.3,"Good","D","SI1",63.4,54,515,4.27,4.31,2.72
0.32,"Ideal","H","VS1",62.5,55,620,4.36,4.38,2.73
1.7,"Ideal","I","VS2",61.7,56,11257,7.64,7.72,4.74
1,"Fair","J","VS2",65.7,59,2811,6.14,6.07,4.01
0.72,"Good","E","SI1",63.7,58,2361,5.71,5.66,3.62
1.18,"Ideal","H","VS1",64.9,58,7216,6.57,6.53,4.25
1.01,"Fair","G","SI1",65.1,57,2993,6.27,6.22,4.07
1.61,"Premium","H","SI2",61.4,62,7745,7.54,7.48,4.62
0.3,"Premium","E","VS2",62.5,59,844,4.3,4.27,2.68
1,"Very Good","F","VS1",58.4,63,6098,6.58,6.47,3.81
0.75,"Good","E","SI2",63.8,55,2453,5.74,5.8,3.68
0.71,"Premium","F","VVS1",60.9,58,3604,5.76,5.8,3.52
0.82,"Ideal","D","SI1",61.9,56,4113,5.99,6.02,3.72
1.51,"Premium","I","SI2",61.2,62,5682,7.28,7.19,4.43
1.22,"Premium","E","SI2",62.1,56,4974,6.89,6.83,4.26
0.63,"Premium","F","VS2",61,61,2211,5.6,5.49,3.38
1.47,"Very Good","H","SI2",62.6,58,7438,7.17,7.24,4.51
1.32,"Ideal","H","VVS1",62.1,55,9572,6.98,7.03,4.35
0.43,"Good","D","SI2",63.1,59,669,4.8,4.81,3.03
1.23,"Ideal","F","SI2",62.3,58,5894,6.8,6.84,4.25
1.22,"Ideal","F","VS1",61.5,56,9581,6.84,6.89,4.22
2.01,"Good","G","SI2",63.6,59,11096,7.97,7.9,5.05
0.28,"Good","E","IF",64.6,58,612,4.09,4.12,2.65
0.54,"Ideal","E","VVS2",61.5,57,2776,5.24,5.26,3.23
0.78,"Ideal","F","SI2",60.6,55,2386,6,5.99,3.63
1,"Fair","I","VS1",64,49,3951,6.43,6.39,4.1
0.4,"Very Good","F","SI1",62.1,57,687,4.65,4.69,2.9
0.5,"Ideal","F","VS2",60.9,57,1749,5.14,5.16,3.14
0.54,"Ideal","E","VS2",61.6,59,1695,5.21,5.24,3.22
0.36,"Premium","E","VS2",59.3,59,789,4.6,4.68,2.75
0.26,"Very Good","D","VVS2",62.8,60,554,4.01,4.05,2.53
0.81,"Good","I","VS2",63.8,58,2641,5.89,5.84,3.74
0.96,"Fair","H","I1",69.2,56,1739,5.97,5.83,4.08
2.01,"Good","H","SI1",62.2,58,16737,7.99,8.05,4.99
0.56,"Premium","E","VS2",61.8,56,1915,5.31,5.28,3.27
0.8,"Premium","G","SI2",62.1,55,2484,5.96,5.9,3.68
1.56,"Very Good","J","SI2",61.4,58,6662,7.4,7.45,4.56
0.7,"Very Good","E","VS2",61,60,2850,5.74,5.77,3.51
1.5,"Premium","I","VS1",61.6,59,9828,7.32,7.26,4.49
0.5,"Good","E","SI2",63.7,55,1181,5.08,5.03,3.22
0.55,"Ideal","F","VVS2",60.7,56,2259,5.31,5.34,3.23
0.36,"Ideal","G","IF",62.2,53,1029,4.59,4.61,2.86
2.07,"Very Good","H","SI1",62.1,59,17893,8.15,8.2,5.08
0.4,"Premium","G","VVS2",62,58,1050,4.74,4.68,2.92
0.54,"Premium","H","VS1",60.8,61,1637,5.29,5.23,3.2
